species;order;family;temperature;int_rate;int_rate_se;sample_size;reference;doi;observations_i;observations_ii;feed_guild;source_dataset;lat;lon;body_length_mm;type_length;source_length
Tetraneura nigriabdominalis;Hemiptera;Aphididae;30;0.241;0.011;21;kuo2006;10.1093/jee/99.4.1209;;;sucker;rezende2019;27.71075;120.52341;2.5;adults;influentialpoints
Cactoblastis cactorum;Lepidoptera;Pyralidae;18;0.0116;;49;legaspi2007;10.1603/0013-8746(2007)100[497:LTAFCC]2.0.CO;;;leaf chewer;rezende2019;30.4799;-84.17265;33;larvae;FAO/IAEA
Cactoblastis cactorum;Lepidoptera;Pyralidae;22;0.0296;;50;legaspi2007;10.1603/0013-8746(2007)100[497:LTAFCC]2.0.CO;;;leaf chewer;rezende2019;30.4799;-84.17265;33;larvae;FAO/IAEA
Cactoblastis cactorum;Lepidoptera;Pyralidae;26;0.0519;;45;legaspi2007;10.1603/0013-8746(2007)100[497:LTAFCC]2.0.CO;;;leaf chewer;rezende2019;30.4799;-84.17265;33;larvae;FAO/IAEA
Cactoblastis cactorum;Lepidoptera;Pyralidae;30;0.0562;;71;legaspi2007;10.1603/0013-8746(2007)100[497:LTAFCC]2.0.CO;;;leaf chewer;rezende2019;30.4799;-84.17265;33;larvae;FAO/IAEA
Cactoblastis cactorum;Lepidoptera;Pyralidae;34;0.0258;;42;legaspi2007;10.1603/0013-8746(2007)100[497:LTAFCC]2.0.CO;;;leaf chewer;rezende2019;30.4799;-84.17265;33;larvae;FAO/IAEA
Aphis gossypii;Hemiptera;Aphididae;10;0.06144;0.008;19;parajulee2007;10.1093/ee/36.4.666;;;sucker;rezende2019;34.19481;-99.5169;1.5;female;CABI
Aphis gossypii;Hemiptera;Aphididae;15;0.14962;0.008;20;parajulee2007;10.1093/ee/36.4.666;;;sucker;rezende2019;34.19481;-99.5169;1.5;female;CABI
Aphis gossypii;Hemiptera;Aphididae;20;0.27704;0.008;18;parajulee2007;10.1093/ee/36.4.666;;;sucker;rezende2019;34.19481;-99.5169;1.5;female;CABI
Aphis gossypii;Hemiptera;Aphididae;25;0.374031;0.008;20;parajulee2007;10.1093/ee/36.4.666;;;sucker;rezende2019;34.19481;-99.5169;1.5;female;CABI
Aphis gossypii;Hemiptera;Aphididae;30;0.31218;0.007;24;parajulee2007;10.1093/ee/36.4.666;;;sucker;rezende2019;34.19481;-99.5169;1.5;female;CABI
Aphis gossypii;Hemiptera;Aphididae;35;0.32363;0.008;18;parajulee2007;10.1093/ee/36.4.666;;;sucker;rezende2019;34.19481;-99.5169;1.5;female;CABI
Gonatocerus triguttatus;Hymenoptera;Mymaridae;15;0.035410557;0.000989736;10;pilkington2007;10.1016/j.biocontrol.2007.04.006;;;parasitoid;rezende2019;33.96816;-117.33474;1.8;female;bugguide
Gonatocerus triguttatus;Hymenoptera;Mymaridae;20;0.130205279;0.0009;8;pilkington2007;10.1016/j.biocontrol.2007.04.006;;;parasitoid;rezende2019;33.96816;-117.33474;1.8;female;bugguide
Gonatocerus triguttatus;Hymenoptera;Mymaridae;25;0.27888563;0.0004;9;pilkington2007;10.1016/j.biocontrol.2007.04.006;;;parasitoid;rezende2019;33.96816;-117.33474;1.8;female;bugguide
Gonatocerus triguttatus;Hymenoptera;Mymaridae;30;0.274486804;0.002;9;pilkington2007;10.1016/j.biocontrol.2007.04.006;;;parasitoid;rezende2019;33.96816;-117.33474;1.8;female;bugguide
Gonatocerus triguttatus;Hymenoptera;Mymaridae;33;0.212683284;0.0018;14;pilkington2007;10.1016/j.biocontrol.2007.04.006;;;parasitoid;rezende2019;33.96816;-117.33474;1.8;female;bugguide
Acarus farris;Acari;Acaridae;7;0.00591;0.00066;55;sanchez2007a;10.1016/j.jspr.2007.03.008;;;stored product pest;rezende2019;43.31801324;-4.844689552;0.65;female;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/acarus-siro
Acarus farris;Acari;Acaridae;10;0.05253;0.00067;60;sanchez2007a;10.1016/j.jspr.2007.03.008;;;stored product pest;rezende2019;43.31801324;-4.844689552;0.65;female;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/acarus-siro
Acarus farris;Acari;Acaridae;15;0.12643;0.00117;65;sanchez2007a;10.1016/j.jspr.2007.03.008;;;stored product pest;rezende2019;43.31801324;-4.844689552;0.65;female;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/acarus-siro
Acarus farris;Acari;Acaridae;20;0.20031;0.00164;62;sanchez2007a;10.1016/j.jspr.2007.03.008;;;stored product pest;rezende2019;43.31801324;-4.844689552;0.65;female;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/acarus-siro
Acarus farris;Acari;Acaridae;25;0.24657;0.00318;80;sanchez2007a;10.1016/j.jspr.2007.03.008;;;stored product pest;rezende2019;43.31801324;-4.844689552;0.65;female;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/acarus-siro
Acarus farris;Acari;Acaridae;29;0.10071;0.00506;60;sanchez2007a;10.1016/j.jspr.2007.03.008;;;stored product pest;rezende2019;43.31801324;-4.844689552;0.65;female;https://www.sciencedirect.com/topics/agricultural-and-biological-sciences/acarus-siro
Aphis gossypii;Hemiptera;Aphididae;15;0.208;0.0056;49;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;17.5;0.291;0.0051;8;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;20;0.358;0.0051;46;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;22.5;0.424;0.0082;47;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;25;0.526;0.0068;44;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;27.5;0.436;0.0127;44;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;30;0.431;0.0137;46;satar2005;10.1007/s10340-005-0082-9;;;sucker;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Aphis gossypii;Hemiptera;Aphididae;32.5;0.132;0.0489;44;satar2005;10.1007/s10340-005-0082-9;;;stored product pest;rezende2019;36.99427294;35.31883683;1.5;apterous females;CABI
Liposcelis decolor;Psocoptera;Liposcelididae;20;0.0208;;38;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;22.5;0.0275;;36;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;25;0.0408;;51;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;27.5;0.0428;;52;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;30;0.0455;;34;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;32.5;0.0609;;50;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;35;0.0517;;26;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis decolor;Psocoptera;Liposcelididae;37.5;0.0112;;12;tang2008;10.1603/0013-8746-101.6.1017;;;stored product pest;rezende2019;34.61197958;113.5112932;1;;Wikipedia
Liposcelis paeta;Psocoptera;Liposcelididae;22.5;0.0162;;32;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Liposcelis paeta;Psocoptera;Liposcelididae;25;0.0337;;50;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Liposcelis paeta;Psocoptera;Liposcelididae;27.5;0.0363;;42;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Liposcelis paeta;Psocoptera;Liposcelididae;30;0.039;;47;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Liposcelis paeta;Psocoptera;Liposcelididae;32.5;0.0542;;44;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Liposcelis paeta;Psocoptera;Liposcelididae;35;0.053;;57;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Liposcelis paeta;Psocoptera;Liposcelididae;37.5;0.0504;;70;wang2009;10.1603/029.102.0439;;;stored product pest;rezende2019;33.01151613;112.523793;1;;
Aphis gossypii;Hemiptera;Aphididae;10;0.064;;15;zamani2006;10.1111/j.1439-0418.2006.01088.x;;;sucker;rezende2019;35.79826598;51.40488391;1.5;;CABI
Aphis gossypii;Hemiptera;Aphididae;15;0.18;;15;zamani2006;10.1111/j.1439-0418.2006.01088.x;;;sucker;rezende2019;35.79826598;51.40488391;1.5;;CABI
Aphis gossypii;Hemiptera;Aphididae;20;0.325;;15;zamani2006;10.1111/j.1439-0418.2006.01088.x;;;sucker;rezende2019;35.79826598;51.40488391;1.5;;CABI
Aphis gossypii;Hemiptera;Aphididae;25;0.419;;15;zamani2006;10.1111/j.1439-0418.2006.01088.x;;;sucker;rezende2019;35.79826598;51.40488391;1.5;;CABI
Aphis gossypii;Hemiptera;Aphididae;30;0.363;;15;zamani2006;10.1111/j.1439-0418.2006.01088.x;;;sucker;rezende2019;35.79826598;51.40488391;1.5;;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;10.3;0.039;0.002;31;danthanarayana1995;10.1071/zo9950381;shorey;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;13.8;0.077;0.004;40;danthanarayana1995;10.1071/zo9950381;shorey;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;19.9;0.139;0.004;41;danthanarayana1995;10.1071/zo9950381;shorey;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;25.2;0.153;0.003;41;danthanarayana1995;10.1071/zo9950381;shorey;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;28;0.123;0.007;42;danthanarayana1995;10.1071/zo9950381;shorey;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;32;-0.003;0.001;45;danthanarayana1995;10.1071/zo9950381;shorey;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;10.3;0.039;0.003;34;danthanarayana1995;10.1071/zo9950381;Rumex;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;13.8;0.067;0.003;39;danthanarayana1995;10.1071/zo9950381;Rumex;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;19.9;0.126;0.004;46;danthanarayana1995;10.1071/zo9950381;Rumex;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;25.2;0.146;0.004;45;danthanarayana1995;10.1071/zo9950381;Rumex;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;28;0.094;0.006;47;danthanarayana1995;10.1071/zo9950381;Rumex;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;32;-0.018;0.003;48;danthanarayana1995;10.1071/zo9950381;Rumex;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;10.3;0.033;0.002;30;danthanarayana1995;10.1071/zo9950381;Plantago;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;13.8;0.067;0.002;40;danthanarayana1995;10.1071/zo9950381;Plantago;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;19.9;0.13;0.005;39;danthanarayana1995;10.1071/zo9950381;Plantago;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;25.2;0.161;0.003;42;danthanarayana1995;10.1071/zo9950381;Plantago;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;28;0.108;0.007;42;danthanarayana1995;10.1071/zo9950381;Plantago;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;32;-0.014;0.002;44;danthanarayana1995;10.1071/zo9950381;Plantago;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;10.3;0.018;0.001;30;danthanarayana1995;10.1071/zo9950381;Malus;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;13.8;0.051;0.003;40;danthanarayana1995;10.1071/zo9950381;Malus;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;19.9;0.093;0.003;44;danthanarayana1995;10.1071/zo9950381;Malus;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;25.2;0.087;0.004;42;danthanarayana1995;10.1071/zo9950381;Malus;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;28;0.045;0.012;41;danthanarayana1995;10.1071/zo9950381;Malus;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;32;-0.103;0.002;46;danthanarayana1995;10.1071/zo9950381;Malus;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;10.3;0.017;0.001;30;danthanarayana1995;10.1071/zo9950381;Trifolium;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;13.8;0.031;0.002;40;danthanarayana1995;10.1071/zo9950381;Trifolium;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;19.9;0.074;0.004;42;danthanarayana1995;10.1071/zo9950381;Trifolium;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;25.2;0.08;0.005;39;danthanarayana1995;10.1071/zo9950381;Trifolium;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;28;0.032;0.006;42;danthanarayana1995;10.1071/zo9950381;Trifolium;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Epiphyas postvittana;Lepidoptera;Tortricidae;32;-0.14;0.004;40;danthanarayana1995;10.1071/zo9950381;Trifolium;;leaf chewer;savage2004;-37.72067237;145.0471585;20;larvae;CABI
Anisopteromalus calandrae;Hymenoptera;Pteromalidae;20;0.028;0.005;10;smith1992;10.1093/ee/21.4.877;;;parasitoid;savage2004;32.06655108;-81.10947808;2.59;female;https://doi.org/10.1016/j.jspr.2022.101973
Anisopteromalus calandrae;Hymenoptera;Pteromalidae;25;0.125;0.011;11;smith1992;10.1093/ee/21.4.877;;;parasitoid;savage2004;32.06655108;-81.10947808;2.59;female;https://doi.org/10.1016/j.jspr.2022.101973
Anisopteromalus calandrae;Hymenoptera;Pteromalidae;30;0.194;0.012;11;smith1992;10.1093/ee/21.4.877;;;parasitoid;savage2004;32.06655108;-81.10947808;2.59;female;https://doi.org/10.1016/j.jspr.2022.101973
Anisopteromalus calandrae;Hymenoptera;Pteromalidae;35;0.244;0.019;24;smith1992;10.1093/ee/21.4.877;;;parasitoid;savage2004;32.06655108;-81.10947808;2.59;female;https://doi.org/10.1016/j.jspr.2022.101973
Riptortus pedestris;Hemiptera;Alydidae;19.7;0.04;0.002;27;ahn2019;10.1007/s13355-018-0593-5;;;sucker;this study;35.82476593;127.0608466;18;adults;CABI
Riptortus pedestris;Hemiptera;Alydidae;24;0.06;0.003;29;ahn2019;10.1007/s13355-018-0593-5;;;sucker;this study;35.82476593;127.0608466;18;adults;CABI
Riptortus pedestris;Hemiptera;Alydidae;27.8;0.1;0.012;27;ahn2019;10.1007/s13355-018-0593-5;;;sucker;this study;35.82476593;127.0608466;18;adults;CABI
Riptortus pedestris;Hemiptera;Alydidae;32.6;0.11;0.008;24;ahn2019;10.1007/s13355-018-0593-5;;;sucker;this study;35.82476593;127.0608466;18;adults;CABI
Riptortus pedestris;Hemiptera;Alydidae;35.5;-0.03;0.01;23;ahn2019;10.1007/s13355-018-0593-5;;;sucker;this study;35.82476593;127.0608466;18;adults;CABI
Antestiopsis thunbergii;Hemiptera;Pentatomidae;18;-0.005;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;19;0.009;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;20;0.016;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;21;0.025;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;22;0.029;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;23;0.029;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;24;0.024;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;25;0.021;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Antestiopsis thunbergii;Hemiptera;Pentatomidae;26;0;;;azrag2017;10.1016/j.jtherbio.2017.10.009;ilcym simulation;;sucker;this study;-3.3163;37.4581;4.8;adults;https://www.scirp.org/journal/paperinformation.aspx?paperid=128246
Rhyncaphytoptus ficifoliae;Acari;Diptilomiopidae;17;0.043;0.005;60;bahirae2019;10.11158/saa.24.8.5;;;sucker;this study;33.48421;48.35383;0.094;adult;
Rhyncaphytoptus ficifoliae;Acari;Diptilomiopidae;20;0.078;0.006;60;bahirae2019;10.11158/saa.24.8.5;;;sucker;this study;33.48421;48.35383;0.094;adult;
Rhyncaphytoptus ficifoliae;Acari;Diptilomiopidae;25;0.193;0.005;60;bahirae2019;10.11158/saa.24.8.5;;;sucker;this study;33.48421;48.35383;0.094;adult;
Rhyncaphytoptus ficifoliae;Acari;Diptilomiopidae;30;0.234;0.008;60;bahirae2019;10.11158/saa.24.8.5;;;sucker;this study;33.48421;48.35383;0.094;adult;
Rhyncaphytoptus ficifoliae;Acari;Diptilomiopidae;33;0.196;0.014;60;bahirae2019;10.11158/saa.24.8.5;;;sucker;this study;33.48421;48.35383;0.094;adult;
Thaumastocoris peregrinus;Hemiptera;Thaumastocoridae;18;0.027;0.001;52;barbosa2019;10.1038/s41598-019-45663-5;;;sucker;this study;-25.32172297;-49.15957225;3.5;female;CABI
Thaumastocoris peregrinus;Hemiptera;Thaumastocoridae;22;0.025;0.002;36;barbosa2019;10.1038/s41598-019-45663-5;;;sucker;this study;-25.32172297;-49.15957225;3.5;female;CABI
Thaumastocoris peregrinus;Hemiptera;Thaumastocoridae;25;0.046;0.002;52;barbosa2019;10.1038/s41598-019-45663-5;;;sucker;this study;-25.32172297;-49.15957225;3.5;female;CABI
Thaumastocoris peregrinus;Hemiptera;Thaumastocoridae;27;0.03;0.005;33;barbosa2019;10.1038/s41598-019-45663-5;;;sucker;this study;-25.32172297;-49.15957225;3.5;female;CABI
Thaumastocoris peregrinus;Hemiptera;Thaumastocoridae;30;-0.084;0.063;23;barbosa2019;10.1038/s41598-019-45663-5;;;sucker;this study;-25.32172297;-49.15957225;3.5;female;CABI
Arimania komaroffi;Lepidoptera;Pyralidae;25;0.032;0.005;11;basirat2015;10.1016/j.aspen.2015.06.007;;;fruit borer;this study;30.40218;55.99418;18;larvae;
Arimania komaroffi;Lepidoptera;Pyralidae;27.5;0.052;0.003;11;basirat2015;10.1016/j.aspen.2015.06.007;;;fruit borer;this study;30.40218;55.99418;18;larvae;
Arimania komaroffi;Lepidoptera;Pyralidae;30;0.056;0.002;11;basirat2015;10.1016/j.aspen.2015.06.007;;;fruit borer;this study;30.40218;55.99418;18;larvae;
Arimania komaroffi;Lepidoptera;Pyralidae;32.5;0.028;0.009;11;basirat2015;10.1016/j.aspen.2015.06.007;;;fruit borer;this study;30.40218;55.99418;18;larvae;
Cenopalpus irani;Acari;Tenuipalpidae;20;0.028;0.0007;;bazgir2015;10.1080/01647954.2014.983164;;;sucker;this study;33.46836299;48.33037414;0.3;adults;DOI 10.7717/peerj.9081
Cenopalpus irani;Acari;Tenuipalpidae;25;0.052;0.0006;;bazgir2015;10.1080/01647954.2014.983164;;;sucker;this study;33.46836299;48.33037414;0.3;adults;DOI 10.7717/peerj.9081
Cenopalpus irani;Acari;Tenuipalpidae;30;0.09;0.0009;;bazgir2015;10.1080/01647954.2014.983164;;;sucker;this study;33.46836299;48.33037414;0.3;adults;DOI 10.7717/peerj.9081
Cenopalpus irani;Acari;Tenuipalpidae;32;0.087;0.001;;bazgir2015;10.1080/01647954.2014.983164;;;sucker;this study;33.46836299;48.33037414;0.3;adults;DOI 10.7717/peerj.9081
Thrips hawaiiensis;Thysanoptera;Thripidae;18;0.114;;25;cao2018;10.1093/jee/tox359;rh25;;sucker;this study;26.566667;106.7;1.5;female;Hawaii university
Thrips hawaiiensis;Thysanoptera;Thripidae;21;0.167;;25;cao2018;10.1093/jee/tox359;rh25;;sucker;this study;26.566667;106.7;1.5;female;Hawaii university
Thrips hawaiiensis;Thysanoptera;Thripidae;24;0.18;;25;cao2018;10.1093/jee/tox359;rh25;;sucker;this study;26.566667;106.7;1.5;female;Hawaii university
Thrips hawaiiensis;Thysanoptera;Thripidae;27;0.2;;25;cao2018;10.1093/jee/tox359;rh25;;sucker;this study;26.566667;106.7;1.5;female;Hawaii university
Thrips hawaiiensis;Thysanoptera;Thripidae;30;0.185;;25;cao2018;10.1093/jee/tox359;rh25;;sucker;this study;26.566667;106.7;1.5;female;Hawaii university
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;20;0.05;0.001;10;chen2015;10.1093/ee/nvv085;rh45;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;25;0.15;0.001;10;chen2015;10.1093/ee/nvv085;rh45;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;27.5;0.22;0.01;10;chen2015;10.1093/ee/nvv085;rh45;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;30;0.19;0.001;10;chen2015;10.1093/ee/nvv085;rh45;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;32.5;0.19;0.01;10;chen2015;10.1093/ee/nvv085;rh45;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;20;0.06;0.001;10;chen2015;10.1093/ee/nvv085;rh60;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;25;0.15;0.001;10;chen2015;10.1093/ee/nvv085;rh60;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;27.5;0.19;0.01;10;chen2015;10.1093/ee/nvv085;rh60;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;30;0.14;0.01;10;chen2015;10.1093/ee/nvv085;rh60;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;32.5;0.13;0.01;10;chen2015;10.1093/ee/nvv085;rh60;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;20;0.06;0.001;10;chen2015;10.1093/ee/nvv085;rh75;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;25;0.14;0.001;10;chen2015;10.1093/ee/nvv085;rh75;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;27.5;0.17;0.01;10;chen2015;10.1093/ee/nvv085;rh75;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;30;0.15;0.001;10;chen2015;10.1093/ee/nvv085;rh75;;sucker;this study;22.81931;108.36272;5;female;
Phenacoccus solenopsis;Hemiptera;Pseudococcidae;32.5;0.1;0.01;10;chen2015;10.1093/ee/nvv085;rh75;;sucker;this study;22.81931;108.36272;5;female;
Oligonychus litchii;Acari;Tetranychidae;16;0.0429;0.0024;56;chen2016;10.1016/j.aspen.2016.01.004;;;sucker;this study;22.61197;120.56687;0.35;female;
Oligonychus litchii;Acari;Tetranychidae;20;0.1263;0.0038;58;chen2016;10.1016/j.aspen.2016.01.004;;;sucker;this study;22.61197;120.56687;0.35;female;
Oligonychus litchii;Acari;Tetranychidae;25;0.161;0.0066;49;chen2016;10.1016/j.aspen.2016.01.004;;;sucker;this study;22.61197;120.56687;0.35;female;
Oligonychus litchii;Acari;Tetranychidae;30;0.1462;0.007;58;chen2016;10.1016/j.aspen.2016.01.004;;;sucker;this study;22.61197;120.56687;0.35;female;
